comment,rating,company_name,company_logo,company_website
Sounded great but started rattling after two days.,1,Skar Audio,//s3-eu-west-1.amazonaws.com/tpd/logos/5ae5e678f24678000156d8a2/0x0.png,https://www.skaraudio.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I have had a very difficult start with this company to say the least; but I have obtained satisfaction - unfortunately, after having to make a lot of noise. I hope that this experience will serve as a guideline for the company to better the service and change fundamental things like wait time on the phone, refund policies for defective devices, having a mobile team for roadside assistance, and better access to upper management for escalated requests.",1,"Smart Start, Inc.",//s3-eu-west-1.amazonaws.com/tpd/logos/550044680000ff00057dfb23/0x0.png,https://www.smartstartinc.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
it would be nice to have live customer support.  it is very hard to get support for any questions or problems with a purchase,1,Cardpool,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4fe4af0c000064000516e27a/198x149.png,https://www.cardpool.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I have two issues:    1)  You advertised this part is from Monroe however, it's not.   and 2) I just received the left strut assembly and it has the jounce bumper while the right one doesn't. Shipping was awesome, thanks, but if you're going to advertise a certain brand product, then we expect to receive what we ordered and paid for.",1,Parts Geek,//s3-eu-west-1.amazonaws.com/tpd/screenshots/48e8f359000064000503beb4/198x149.png,http://www.partsgeek.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I always find fabulous, cute things at PinkBasis but they always take forever to ship! Plus they never give me an estimated date to be delivered and once shipped my package is rarely upadated.",1,Pink Basis,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4f5e4034000064000513a396/198x149.png,http://pinkbasis.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
We found that there where several things cheaper at the resort and airport.  Ground transportation was 80 for 4 people when booking through VE.  $25 for 4 people at the airport.  Overall the agent that booked our trip was very helpful and pleasant.  Recommend that you take Holiday Inn off your list of hotels.  The place was aweful,1,Vacation Express,//s3-eu-west-1.amazonaws.com/tpd/logos/560428690000ff000583acbc/0x0.png,https://www.vacationexpress.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Rental process wasn't bad nor was cost, but still had to hire a professional company to come in and do the work.  The difference was astonishing before and after for basic foot traffic after professionally cleaned.  I feel like I wasted my time and money.  Maybe good for small place with little to no use. Bottom Line....you get what you pay for.  Personally will be using professional company.",1,Rug Doctor,//s3-eu-west-1.amazonaws.com/tpd/logos/5b881e65dd36a800011d7cdd/0x0.png,https://www.rugdoctor.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Besides everything else, shipping is quite slow. Products and prices are excellent very satisfied.",1,Touch Of Modern,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5440265400006400057af806/198x149.png,http://www.touchofmodern.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"The price has went up, a little pricey. The machine was also dirty and I had taken pictures just in case I was blamed for it, Did not do the best job on my carpets. But I would use it again for a quick cleaning if I had to.",1,Rug Doctor,//s3-eu-west-1.amazonaws.com/tpd/logos/5b881e65dd36a800011d7cdd/0x0.png,https://www.rugdoctor.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"The product arrived rather flawed, but Custom USB worked quickly to remedy the situation.",1,CustomUSB,//s3-eu-west-1.amazonaws.com/tpd/logos/4e58026c000064000510dc40/0x0.png,https://www.CustomUSB.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
My first experience with EZContacts.  Picked them due to excellent pricing. However I had an Alcon rebate worth $200 and found out after the fact that EZ does not participate in manufacturer rebates. Disappointed.,1,EzContacts.com,//s3-eu-west-1.amazonaws.com/tpd/screenshots/577025f00000ff0005919e7e/198x149.png,https://www.ezcontacts.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Cellular needs to be improved.,1,abode,//s3-eu-west-1.amazonaws.com/tpd/logos/5b281c43a548f00001b1dce7/0x0.png,http://goabode.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
I find that Vindale Research does not give enough time for complete the surveys when the survey has been emailed to me.,1,Vindale Research,//s3-eu-west-1.amazonaws.com/tpd/logos/568e93180000ff0005875082/0x0.png,https://www.vindale.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"We had a 3 nights stay in late December 2016. The room was okay, clean enough and the buildings are quite new. At arrival, we were a bit frustrated to learn that the bed and breakfast option we selected (and for which we already paid a considerable sum of money) did not include ANYTHING outside the sleep and breakfast service, i.e. no access to main building, no swimming pool access, no activities, no beach access. All this was not clearly stated in the website at purchase, reason why we complained. By paying an extra 20 Euro/$ per day per person, we got access to all the activities, buildings and buffet for lunch and dinner, but only from 11AM to 11PM. I don't understand the reason for this time limitation, anyway if you book make sure to get straightaway the all inclusive option, otherwise it's definitely not worth the money. The entertainment team was good, the beach and sea are absolutely fantastic (all over it's 18km stretch).",1,GalaHotels.com,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4bf28ae300006400050cd6ed/198x149.png,http://www.galahotels.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
it has been ok.  Wasn't able to use any of the products!  Tremendous gas associated with the products!,1,IdealShape,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/51963a02000064000531af4f/198x149.png,http://www.idealshape.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Hotel is nice and comfortable, nice area to park!! Only complaint is with shuttle service!!! Getting to airport shuttle was right on time and great service!! Pick up service at DIA was different story.  We arrived back at DIA at a few minutes after 3 got our luggage and went to pick up location on level 5 third island where it says hotels only!!! We were at this location by 330 waited for about 15 minutes, before calling hotel to confirm we were in right location, hotel confirmed we were in correct location!!! They said it would just be a few minutes!!! Waited another 15 minutes no shuttle. I called back hotel and they said just a few minutes that shuttle should be there any minute!! By now it's 415 still no shuttle. We had seen numerous other hotel shuttles several times come through but none from embassy suites!! I called back a third time to only be told that in a few minutes shuttle would be there!!! I finally saw first shuttle from embassy suites  after waiting for an hour!!! There service says every 30 minutes. This was the first time I had used this service since I had an early morning flight, not sure if they were having a bad day or what!!! Probably would use red lion inn or one of the other hotels/shuttles in the area as they appear to have better shuttle service!!",1,parksleepfly.com,//s3-eu-west-1.amazonaws.com/tpd/screenshots/54b961470000ff00057cc960/198x149.png,http://www.parksleepfly.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Was better before the ""Upgrades"" & Still no Turner Classic Movies :-(",1,Sling TV,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/570d2d1f0000ff00058b6cd9/198x149.png,http://sling.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"The info supplied when confirming the rental was inaccurate.  The hours were incorrect.  Also, booking through Expedia they allow you to book for pick up hours after the actual pick up location is closed for the day.  Beware, it is not part of the rental car facility in Houston IAH. The directions and contact information are vague at best and the name you book under is ACE and not AVR.  Luckily the pick up was close to my hotel and i was able to get a van that next morning.  The personnel at the pick up desk were great once the trouble of figuring out where it was and the hours open.",1,Airport Van Rental,//s3-eu-west-1.amazonaws.com/tpd/logos/57a202650000ff0005931059/0x0.png,https://www.airportvanrental.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Fa(e promo 2 for 9.95 not,1,FabKids,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5198558f000064000535a7d7/198x149.png,http://www.fabkids.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
We got the rugs quickly they look great but they smell terrible even 4 days later.,1,Rugs Direct,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/55ca5b9d0000ff00058209f4/198x149.png,http://rugs-direct.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Still waiting for my D&G dress and handbag😳,1,Moda Operandi,//s3-eu-west-1.amazonaws.com/tpd/logos/560d8fb70000ff000583edff/0x0.png,http://modaoperandi.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"hjfhgcjykbn,jhgbvjycmhbvmh",1,AirTkt,//s3-eu-west-1.amazonaws.com/tpd/screenshots/54454ef600006400057b095d/198x149.png,http://www.airtkt.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
It's great that they have such a great selection of sizes but they are expensive!!!,1,DXL,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/53b1874600006400057901dd/198x149.png,http://destinationxl.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
The colors on the flag was not perfect and it was printed on nylon. Not good!,1,AmericanFlags.com,//s3-eu-west-1.amazonaws.com/tpd/screenshots/55f7e0210000ff0005835411/198x149.png,http://americanflags.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I think the tea Brewers need to be deep cleaned. I always get the classic milk tea, but everytime it tastes like ginger, taro, flavors from other drinks.",1,Fivestars,//s3-eu-west-1.amazonaws.com/tpd/logos/5492142600006400057c3af0/0x0.png,https://www.fivestars.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Pretty hard, honestly i did it all in on sitting and it took me about 5 hours. I finished the first 5 chapters in 2 and a half hours but i had to sit there and do nothing for another 30 mins which was dumb. A lot of the final exam questions were not in the chapters but i still did pretty well.",1,BOATERexam.com,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5519b1a40000ff00057e6429/198x149.png,http://www.boaterexam.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"The Room place has nice furniture but their Extended warranty sucks!!! Don't buy it, you will be better off saving your couple dollars for your next furniture purchase instead of buying warranty.....",1,The RoomPlace,//s3-eu-west-1.amazonaws.com/tpd/logos/5a45595eb894c90b281df090/0x0.png,https://www.theroomplace.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
The website when I went to pay said it did not accept my payment. So I ended up purchasing the same flight three times. Then I had to call and cancel the other two. The money was returned quickly and the agent I called and spoke with was very helpful. So I gave them three stars but they should really fix the website. It should not send you a message that the payment was not accepted then charge your credit card. I thought it was a scam.,1,Vayama.com,//s3-eu-west-1.amazonaws.com/tpd/logos/4aa6d5d6000064000504b866/0x0.png,http://www.vayama.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
The products are good. The machine is crappy. My traditional vacuum was able to remove stains faster and easier.,1,Rug Doctor,//s3-eu-west-1.amazonaws.com/tpd/logos/5b881e65dd36a800011d7cdd/0x0.png,https://www.rugdoctor.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
First pair (progressive eyeglasses) were not what I hoped/expected. Second pair (single vision sunglasses) were much better.,1,Zenni Optical,//s3-eu-west-1.amazonaws.com/tpd/logos/481735600000640005026f44/0x0.png,http://www.zennioptical.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Your website is the worst on mobile. Takes forever to load! I've tried Safari and Chrome and it's still terrible. Fire your web team. There are other places to shop that don't require me constantly restarting my browser.,1,Tobi,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/46d6c4a2000064000500e282/198x149.png,http://www.tobi.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"The t shirt is soft and the design is wonderful, but the printing process leaves a lot to be desired. My shirt came with the print registration off so badly that the text is blurry and hard to read on top of that the ink they used is inconsistent and some colors are see through to the white layer. I wouldn't order from this company again.",1,TeePublic,//s3-eu-west-1.amazonaws.com/tpd/logos/568b958e0000ff00058735f0/0x0.png,http://www.teepublic.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"3rd revision. I started getting a brake squeal after 1500 miles after the brakes have warmed up. I contacted Brake Performance and I explained that we followed the instructions to the letter. Their response stated that they actually do recommend putting an anti brake seal compound on the pads prior to installation. Well it’s certainly NOT in their detailed instructions. So now if I don’t want squealing brakes I have to take the vehicle back to the shop and pay a second time so they can pull the pads back out to add the anti brake squeal and reinstall. Not happy at this point. I was specific in following those instructions and I purposely told the technician no to the anti squeal when they were originally installed because the instructions SPECIFICALLY said NO chemicals can be put on the rotors or you will void your lifetime warranty. But now it’s ok to use anti brake squeal AFTER I already installed them and now have an issue. Why in the F$&@ would that little piece of important information not be included on n the instructions? I am upset that I have to go back to the dealer and pay a second time when this clearly could have been avoided. Good brakes, they stop well but definitely not a fan of the way this has worked out for me. I hope they update their instructions to include this otherwise others may have the same issue. Wondering how they determine if a brake rotor is eligible for warranty? Does the testing they do tell them what kind of chemicals have been applied? Not really adding up to me. Frustrated!!!!! IRevised review. Ok I have just gone back and changed from a 3 to a 4 star review. I just had the brakes installed and the process was seamless. All the parts were a direct fit and the initial results are very good. The bedding process is a little lengthy but if you follow it exactly as printed you too should have no issues. The brakes are quiet and stop very well. 1st initial review I can’t speak for the brakes themselves as I’ve yet to install. Should be next week. My only issue was that after I placed the order I received a message and was asked to contact them back concerning my order. When I did they only wanted to confirm the billing address and shipping address. This delayed my order by a couple of days and I think it was unnecessary since I confirmed it when I placed the order. I get the whole fraud thing but there should be a simpler process that doesn’t hold up the orders. It is difficult trying to balance where to have it shipped where you know it’s secure and requires a signature instead of dropping at my door when I am not home so some damn porch pirates can take it before I get home and have the pleasure of watching them take it on your cameras. I’ll update after the install as I am excited about the new brakes. Hopefully they are well worth the money spent and the reviews I read were accurate.",1,Brake Performance,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/544a9b4200006400057b1f63/198x149.png,http://www.brakeperformance.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"The help phone line was weak in assisting me to address my issue with my credit card being declined for a ""possible fraud alert"". They were too vague.",1,Vayama.com,//s3-eu-west-1.amazonaws.com/tpd/logos/4aa6d5d6000064000504b866/0x0.png,http://www.vayama.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I was disappointed in the responsiveness of HomeAdvisor recommended contractors in contacting me when I inivted them to quote. Several of my major projects are still undone. That said, the floor refinishing contract I found through HomeAdvisor was very good.",1,HomeAdvisor,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5135ef3700006400052361ea/198x149.png,http://www.homeadvisor.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
I received bad oranges in my box and the quality did not meet my expectations,1,Hale Groves,//s3-eu-west-1.amazonaws.com/tpd/logos/591caf910000ff0005a2a8be/0x0.png,http://www.halegroves.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"This is the 4th time I have booked with this company and every time they blow the competition`s pricing away.    This time it was nearly a saving of around $250 to $300 per person for flights to New Zealand.    My only real gripe and it`s a small one compared to the pricing I get is that they take up a lot of time on the phone with you afterwards.   You book online and check all of the details yourself but before the booking is confirmed with the airline they call you and go over all the details over the phone.   This time they wanted me also to fill out a credit card authorization, send a copy of my credit card with numbers blanked out except for final four, copy of driver`s license and passport.     I understood the reason why but then they wanted me to send another authorization because they said my signature wasn`t matching my driver`s license.     For anybody who remembers signing their driver`s license you do this on a signature pad and then they copy it onto the license they send you in the mail and so it can look a little transposed and shrunken.     I am not complaining because I would really recommend using Just Air Ticket but I just wish it wouldn`t take multiple emails and phone calls to complete the booking especially for somebody like me who they recognized to be using them for the 4th occasion.",1,Justairticket,//s3-eu-west-1.amazonaws.com/tpd/logos/54e7f8d50000ff00057d907d/0x0.png,http://www.justairticket.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
have not begun journey yet!!!,1,CheapFareGuru,//s3-eu-west-1.amazonaws.com/tpd/screenshots/554fd4160000ff00057f5356/198x149.png,http://www.cheapfareguru.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"The tee shirt came when expected and the print is great, but they run small, so I need to return it for a larger size.  I don't think they are american sizes.",1,TeePublic,//s3-eu-west-1.amazonaws.com/tpd/logos/568b958e0000ff00058735f0/0x0.png,http://www.teepublic.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
It seems like an item is often on back order. The shipment date is invariably wrong. My last experience is for Tumeric. My email states it would ship April 29. Still no Tumeric.  I wish product availability was more accurate and consistent.,1,Don Colbert MD,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5b870181e0ee2e0001c31061/198x149.png,https://shop.drcolbert.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"The work was completed on time however, I was not given a written estimate.  I was given a verbal estimate and when I came to pick up my car the price was a lot more...50% more in fact.  I felt like he was charging me as much as possible.  I ended up paying what was originally agreed upon but it seem unprofessional.",1,American Tire Depot,//s3-eu-west-1.amazonaws.com/tpd/logos/590399010000ff0005a16a60/0x0.png,http://www.americantiredepot.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Love there items\\ but there shipping is awful\package not secure inside of box\cause merchandise to be damaged Once in the holiday ma\la Santa bent to help\no Rt label r credit was issue\just Amazon the other day items were damaged because of packing not secure they did credit me on this package after I fuss  with them\\ Please correct the shipping so this want be a continuing problem\,1,Miles Kimball,//s3-eu-west-1.amazonaws.com/tpd/screenshots/496b0cf2000064000504082e/198x149.png,https://www.mileskimball.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I’ve had both good and bad experiences with TextbookRush. For the good, they pay some of the best buyback rates on the market. For the bad, once was told an item, a code for online access was not in box. I wrote that off to the people who unload their boxes and just tossed it. Another time was told book was water damaged. I knew that was incorrect. Asked them to return book to me. They complied as a one-time courtesy. The buying agent for Barnes & Noble bought and paid for it, once again, no damage. Never understood that one.",1,TextbookRush,//s3-eu-west-1.amazonaws.com/tpd/logos/5165d554000064000525d395/0x0.png,http://www.textbookrush.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I was not told they were not compatible with playing ir downloading/ streaming games, now I'm in a 2 year contract with then. I cant download or play Sims 3 or 4!",1,HughesNet,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4f590cc80000640005137cef/198x149.png,http://hughesnet.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
I have had three loans with plain loan their interest is outrageous but I like them because they are quick convenient and easy when it comes to verifying your information and getting your funds to you.. well at least for the most part but this last loan was a bit of a hassle as far as quickness and convenience and ease I was given the run around in regards to my waiting period before I could get my funds approved and in my account my due date was incorrect and had to be change twice and I didn’t get my funds until seven days later when I was told at the beginning it would be only two . a bit disappointed to say the least and of course bills were past due and my family left without funds for that duration.,1,Plain Green Loans,//s3-eu-west-1.amazonaws.com/tpd/logos/519539d500006400052fd634/0x0.png,http://www.plaingreenloans.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Very hard to load money.,1,Travelex US,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4bdfff0b000064000507413f/198x149.png,https://www.travelex.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Strongly object to the recent ordering system changes: -  Too many ""Final Sale"" / ""No Return"" (cheap) items with expensive $ S&H charges -  Too many exclusions to Promo Codes -  Restricted ability to accumulate multiple items in the Shopping Cart -  Difficulty in contacting GroupOn -  Diminished quality of vendors and goods -  Sales tax application",1,Groupon,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4bdc3cf00000640005059fb9/198x149.png,http://www.groupon.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Good app yet lots of things are locked due to it being the free version wish there was a little more,1,Driving-Tests.org,//s3-eu-west-1.amazonaws.com/tpd/logos/592c32f00000ff0005a36e04/0x0.png,https://driving-tests.org?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
It was good and easy to process the order.,1,ExploreTrip,//s3-eu-west-1.amazonaws.com/tpd/logos/4bf543c500006400050d1c42/0x0.png,http://www.exploretrip.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"It should be at my request to finalize a transaction.  Once I put in an offer, I should be notified if it was accepted and not finalized until I respond.  I purchased something yesterday, got an email about accepting the offer, but before I could do anything the purchase was made.  Don't ask someone for their payment method until the purchase is to take place.",1,Ruby Lane,//s3-eu-west-1.amazonaws.com/tpd/logos/4bdbeefe000064000505706d/0x0.png,https://www.rubylane.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Its okay lots of spam mail.,1,CareerBuilder,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/542c8d2600006400057aad04/198x149.png,http://www.careerbuilder.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Although I like the meals very much I got three meals almost exactly like the meals I got two weeks ago. How about a few premium meals and a whole lot of variety. Someone needs to keep track of meals and vary the variety. The only reason for not a perfect rating is the fact of no variety.,1,HelloFresh US,//s3-eu-west-1.amazonaws.com/tpd/logos/50feb403000064000521268c/0x0.png,http://www.hellofresh.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Get better payment methods like a credit card where transactions occur immediately, paypal is slow. I had to wait for Paypal for 1 week to credit the amount to you, after it was debited from my account. But once the transaction was cleared. Whooo!! Super fast Unlock River was. I got my code much before the time.",1,UnlockRiver,//s3-eu-west-1.amazonaws.com/tpd/logos/544819a600006400057b1620/0x0.png,http://www.UnlockRiver.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I love the option to create your own gift cards. I own a wedding business and as brides refer me to other brides I send them a gift card and personalize it with a photo of their bouquet. But shipping takes way too long and is not consistent. I ordered two gift cards on one day, shipped them to the same town. One bride got hers in days, the second has not been delivered yet and it has been three weeks!",1,GiftCards.com,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4bf051c600006400050c42aa/198x149.png,http://www.giftcards.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
It’s somewhat repetitive.,1,The CE Shop,//s3-eu-west-1.amazonaws.com/tpd/logos/5b686c2d4a7a1a00011dce82/0x0.png,http://www.TheCEShop.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Sometimes the products are not what they seem to be top Hatter has 25% of the time giving me refunds,1,Tophatter,//s3-eu-west-1.amazonaws.com/tpd/logos/5740843f0000ff00058d2ad7/0x0.png,https://tophatter.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Ordering was easy but to have it shipped (3-4) days and then wait a week for Fed ex to deliver is a bit much.,1,FragranceNet,//s3-eu-west-1.amazonaws.com/tpd/logos/47783f4a0000640005020d16/0x0.png,http://www.fragrancenet.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
I hope you can reduce the price of Spotify,1,Jerry Cards,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4dd637eb00006400050fbb95/198x149.png,http://www.jerrycards.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Not stable and cannot get connected recently.,1,StrongVPN,//s3-eu-west-1.amazonaws.com/tpd/screenshots/48b2b531000064000503252c/198x149.png,https://www.strongvpn.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I loved book renter in the beginning because books were the cheapest. However, the last year I have been slowly going away from them because either the books our saying out of stock or they are cheaper somewhere else even with the coupons that they send out all the time. I am not a procrastinater that waits till the week before class or the first week to order. I always order 2-3 weeks in advance so I don't see why there should be any reason for out of stock books.",1,BookRenter,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4bdcdcbf000064000505fb67/198x149.png,http://www.bookrenter.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
The first unit ordered did not work so followed up with email including error code from my printer and second cartridge was sent. That one is in and working. I had to RMA the first one back. Do not want to go through that situation again so will have to perform extra step of confirming details unless my info related to second cartridge has been captured.,1,Inkfarm.com,//s3-eu-west-1.amazonaws.com/tpd/screenshots/481734dc00006400050260ea/198x149.png,http://www.inkfarm.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"The cost of a service call of $89 was high.  But, what can you do if there is a problem with the system.",1,Ackerman Security,//s3-eu-west-1.amazonaws.com/tpd/logos/59950a5e0000ff0005a90820/0x0.png,http://www.ackermansecurity.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I was really starting to enjoy this service more than Beiber bus until my last 2 experiences. The first time we were delayed for hours, granted it was because the driver fell I'll, so understandable. We received an email saying we would receive a $25 coupon for the delay and never got it. I contacted OurBus before booking my next ride regarding the coupon and never received a reply. This second time the bus I was supposed to take changed pick up locations and we were notified via email and text, however they failed to mention that the bus was not actually going to be a bus. Once I got there there was only a small van/bus thing with no label saying the bus company and regular buses from other companies. The OurBus staff did not make any last call announcement as I stood there for maybe 10 mins wondering where the bus was. Once I approached the OurBus staff and asked them were it was, that's when they told me the little bus/van that had already left was my bus. I was told I would have to be standby for the next bus 2.5 hours later, even though I had booked my trip days in advance. I hope I don't run into more experiences like this since this is my only option, but so far I'm dissapointed.",1,OurBus,//s3-eu-west-1.amazonaws.com/tpd/logos/59a84de10000ff0005aa1f5e/0x0.png,https://www.ourbus.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Fine shopping experience....,1,Cardpool,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4fe4af0c000064000516e27a/198x149.png,https://www.cardpool.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
It ok for my first time,1,Rainbow Shops,//s3-eu-west-1.amazonaws.com/tpd/logos/5982d8a70000ff0005a80742/0x0.png,https://www.rainbowshops.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Guaranteed date to arrive was April 8 and it didn’t arrive until April 19. We played our first 4 games without a jersey, kinda lame.",1,Custom Ink,//s3-eu-west-1.amazonaws.com/tpd/logos/48972ab80000640005031188/0x0.png,http://www.customink.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Price keep going up and brands change on each order.,1,1000Bulbs.com,//s3-eu-west-1.amazonaws.com/tpd/screenshots/48173466000064000502542c/198x149.png,http://www.1000bulbs.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Okay, seems to be alright",1,CareerBuilder,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/542c8d2600006400057aad04/198x149.png,http://www.careerbuilder.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
very good and first time I've use this AirTkt,1,AirTkt,//s3-eu-west-1.amazonaws.com/tpd/screenshots/54454ef600006400057b095d/198x149.png,http://www.airtkt.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Unhappy with the overall product development and minimum amount of visibility to it. It has a lot of room for improvement and so the customer's feedback should add some value.,1,Cardpool,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4fe4af0c000064000516e27a/198x149.png,https://www.cardpool.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
I GUESS I THOUGHT IT WOULD BE NICER FOR THE PRICE.,1,Miles Kimball,//s3-eu-west-1.amazonaws.com/tpd/screenshots/496b0cf2000064000504082e/198x149.png,https://www.mileskimball.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I find it hard to see the logic of the organization how some of the 5 chapters were divided. It felt like similar subjects were spread over different chapters, therefore hard to find the chapter where you would like to review. I would have loved to have each chapter have some sort of title, such as General Rules, Weather, Geographical, Health conditions, Equipment, Signals, Regulations etc. I would have learned more constructively as well as having saved time from going back and forth the chapter looking for a topic you would like to restudy. I also would have liked to know where I made mistakes on the test, so that I know the right answer. Somehow I felt like not having learned the subject on flag signs in study material.",1,BOATERexam.com,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5519b1a40000ff00057e6429/198x149.png,http://www.boaterexam.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
